limit_bal,sex,education,marriage,age,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6
50000.0,2,2,1,38,0,0,0.0,-1,0,0,20606.0,18750.0,0.0,31288.0,27335.0,30626.0,2000.0,0.0,95000.0,1000.0,3700.0,16.0
30000.0,2,1,2,22,2,2,0.0,0,0,-1,29188.0,25908.0,19998.0,15675.0,8240.0,438.0,0.0,1441.0,1000.0,165.0,438.0,0.0
150000.0,2,1,2,29,-2,-2,-2.0,-2,-2,-1,0.0,5067.0,131.0,987.0,0.0,14001.0,5067.0,131.0,987.0,400.0,14001.0,0.0
480000.0,2,1,1,38,0,0,0.0,0,0,0,384150.0,392013.0,361178.0,305024.0,289379.0,295768.0,15000.0,16000.0,12008.0,11000.0,11000.0,11000.0
50000.0,2,2,2,44,0,0,2.0,3,2,0,16094.0,18961.0,20857.0,20229.0,19623.0,19878.0,3155.0,2500.0,0.0,0.0,707.0,713.0
30000.0,2,1,2,23,0,0,0.0,0,0,0,29292.0,28809.0,30005.0,30452.0,29197.0,29381.0,1804.0,2000.0,1200.0,1600.0,1211.0,1165.0
150000.0,1,2,2,27,0,0,0.0,0,0,0,9489.0,11757.0,12438.0,14240.0,15288.0,-1000.0,2500.0,1202.0,3000.0,1048.0,0.0,23799.0
200000.0,1,1,2,42,0,0,0.0,0,0,2,163340.0,168701.0,172074.0,173907.0,184067.0,180612.0,8000.0,8000.0,6500.0,13500.0,0.0,7000.0
250000.0,2,2,2,38,1,-2,-2.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,2,2,1,32,1,2,2.0,2,0,0,17044.0,16478.0,19098.0,18397.0,18696.0,38282.0,0.0,3200.0,0.0,700.0,700.0,500.0
50000.0,1,2,1,49,1,2,2.0,2,2,2,17371.0,17789.0,18209.0,18595.0,20323.0,19218.0,1000.0,1000.0,1000.0,2000.0,0.0,1000.0
130000.0,2,2,1,31,0,0,0.0,0,0,0,32215.0,33690.0,34859.0,34051.0,32827.0,16702.0,2000.0,2000.0,2000.0,1000.0,2000.0,7131.0
230000.0,2,1,2,29,-2,-2,-2.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410000.0,2,1,1,53,-1,-1,-1.0,-1,-1,-1,4213.0,187.0,7884.0,1842.0,1129.0,7592.0,187.0,7898.0,1842.0,1129.0,7592.0,0.0
210000.0,1,2,1,33,-2,-2,-1.0,-1,-1,-1,0.0,0.0,106669.0,13333.0,12780.0,18472.0,0.0,106669.0,13333.0,12780.0,19136.0,18660.0
380000.0,2,1,2,31,0,0,0.0,0,0,0,331697.0,332339.0,322995.0,314161.0,327945.0,289814.0,15000.0,15000.0,20019.0,20000.0,9934.0,9330.0
50000.0,1,3,1,55,-1,-1,-1.0,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0
90000.0,2,2,1,33,0,0,0.0,0,2,2,75451.0,76395.0,79168.0,84904.0,87914.0,90043.0,2800.0,4000.0,8000.0,5348.0,3700.0,3128.0
20000.0,2,2,1,41,1,2,2.0,0,0,0,10774.0,11596.0,11119.0,12429.0,12370.0,12659.0,1300.0,0.0,1502.0,443.0,489.0,2961.0
360000.0,2,3,1,43,-2,-2,-1.0,-1,-2,-2,4392.0,0.0,2050.0,754.0,0.0,0.0,0.0,2050.0,754.0,0.0,0.0,1738.0
50000.0,2,2,2,24,0,0,0.0,0,0,0,26239.0,17824.0,17615.0,17956.0,18091.0,18259.0,1300.0,5869.0,1000.0,795.0,1000.0,1000.0
260000.0,2,2,2,51,0,0,0.0,0,0,0,200964.0,205714.0,208756.0,168828.0,155644.0,159135.0,8000.0,8065.0,7000.0,10000.0,10000.0,10000.0
40000.0,2,2,1,38,0,0,3.0,2,2,2,35183.0,39197.0,39477.0,39924.0,39004.0,41462.0,4600.0,1200.0,1400.0,0.0,3069.0,0.0
100000.0,2,3,1,29,4,3,2.0,0,0,-1,175441.0,153992.0,132132.0,114431.0,116766.0,95961.0,0.0,0.0,0.0,2335.0,102075.0,0.0
210000.0,1,2,2,47,-2,-2,-2.0,-2,-2,-2,-163.0,-163.0,-163.0,-5364.013,-168.0,2999.0,0.0,0.0,5530.0,84332.0,21500.0,30000.0
80000.0,1,2,1,41,0,0,0.0,0,0,0,15824.0,12781.0,9994.0,10704.0,9201.0,6275.0,2000.0,2000.0,4000.0,1000.0,1000.0,1000.0
270000.0,1,1,1,37,2,0,0.0,0,0,0,160069.0,156346.0,159223.0,165480.0,76144.0,77944.0,6000.0,7000.0,9000.0,5000.0,3000.0,3000.0
130000.0,1,3,2,27,1,2,0.0,0,0,0,133019.0,133178.0,132355.0,131797.0,131457.0,132202.0,6000.0,6000.0,5000.0,5000.0,5000.0,5200.0
50000.0,2,3,2,26,0,0,0.0,0,0,0,9935.0,11029.0,12795.0,9983.0,10884.0,7666.0,1234.0,2000.0,297.0,1000.0,307.0,361.0
30000.0,2,2,2,22,-2,-2,-2.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390000.0,2,1,1,39,-2,-2,-2.0,-2,-2,-2,48417.0,15530.0,112316.0,114797.0,131601.0,130295.0,2000.0,97472.0,4000.0,20000.0,31667.0,6539.0
210000.0,2,1,1,30,0,0,0.0,0,0,0,187191.0,140417.0,107768.0,84505.0,81796.0,52453.0,4700.0,4500.0,3100.0,3016.0,2000.0,2000.0
80000.0,1,3,2,44,2,0,0.0,0,-2,-2,78950.0,79788.0,70319.0,0.0,0.0,0.0,2815.0,1858.0,0.0,0.0,0.0,0.0
20000.0,2,2,1,30,1,-2,-1.0,2,2,-2,0.0,0.0,780.0,780.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0
80000.0,2,3,1,37,1,2,2.0,0,0,0,99396.0,100495.0,97982.0,100261.0,102147.0,91829.0,3560.0,0.0,3912.0,3832.0,3508.0,2800.0
140000.0,2,1,1,39,1,-1,-1.0,-1,-1,0,0.0,797.0,190.0,3260.0,32617.0,20506.0,797.0,190.0,3269.0,32617.0,5000.0,2774.0
200000.0,2,2,2,25,0,0,0.0,0,0,0,194202.0,197220.0,130930.0,130775.0,128752.0,122695.0,8000.0,4500.0,4532.0,5451.0,5000.0,4500.0
230000.0,2,2,1,30,0,-1,-1.0,-1,0,0,8685.0,1079.0,2923.0,25916.0,4219.0,7903.0,1079.0,3000.0,25916.0,2219.0,4000.0,6000.0
130000.0,2,1,1,36,-1,-1,-1.0,-1,-1,-1,9164.0,4603.0,5000.0,1500.0,0.0,390.0,4605.0,5000.0,1500.0,0.0,390.0,5874.0
70000.0,1,2,2,26,1,2,2.0,2,0,0,71160.0,67381.0,72192.0,70444.0,71900.0,0.0,0.0,6516.0,0.0,3300.0,0.0,500.0
400000.0,2,2,1,49,-2,-2,-2.0,-2,-2,-2,389.0,389.0,389.0,320.0,14185.0,389.0,390.0,390.0,321.0,14255.0,390.0,390.0
500000.0,2,1,2,29,0,0,0.0,0,-1,-1,28555.0,33055.0,42392.0,36641.0,12149.0,426518.0,5000.0,10000.0,5132.0,12159.0,202319.68300001032,20016.0
20000.0,2,1,2,26,1,2,2.0,2,2,2,18194.0,19043.0,18451.0,19961.0,19229.0,19694.0,1446.0,0.0,1956.0,0.0,651.0,0.0
200000.0,1,3,2,41,-2,-2,-2.0,-2,-2,-2,20950.0,182.0,3150.0,0.0,0.0,0.0,182.0,3165.0,0.0,0.0,0.0,94.0
50000.0,1,1,1,35,0,0,0.0,0,0,0,34976.0,6018.0,13930.0,7106.0,6020.0,9011.0,1127.0,1074.0,215.0,249.0,4383.0,172.0
10000.0,2,2,2,23,0,0,0.0,0,0,2,5403.0,6462.0,7479.0,8489.0,9007.0,9227.0,1300.0,1272.0,1282.0,800.0,500.0,0.0
50000.0,1,2,1,36,0,0,0.0,0,0,0,47599.0,48542.0,49691.0,49172.0,9957.0,10044.0,2000.0,2200.0,1148.0,500.0,500.0,376.0
400000.0,2,1,2,31,0,-1,-1.0,0,-1,0,7912.0,4220.0,3364.0,2832.0,34967.0,38706.0,4220.0,3364.0,2500.0,34967.0,10000.0,22600.0
240000.0,1,2,1,44,0,0,0.0,0,0,0,199446.0,200899.0,205084.0,194800.0,183962.0,188496.0,7500.0,10006.0,7000.0,7000.0,8000.0,7000.0
20000.0,1,2,2,28,3,2,2.0,2,2,-1,150.0,150.0,150.0,150.0,150.0,1150.0,0.0,0.0,0.0,0.0,1150.0,0.0
220000.0,1,2,2,29,0,0,0.0,-2,-2,-2,31037.0,6244.0,0.0,0.0,0.0,0.0,3050.0,0.0,0.0,0.0,0.0,0.0
170000.0,1,1,2,43,-1,-1,-1.0,-1,-1,-1,1866.0,5750.0,200.0,41467.0,1028.0,2643.0,5750.0,200.0,41467.0,1328.0,2643.0,126.0
230000.0,2,1,2,30,-1,-1,-1.0,-1,-1,-1,1219.0,283.0,1906.0,501.0,283.0,423.0,283.0,1906.0,501.0,283.0,423.0,283.0
360000.0,2,1,2,33,1,-2,-2.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130000.0,1,3,1,34,2,2,2.0,2,0,0,69388.0,70650.0,71933.0,70117.0,72014.0,73759.0,3000.0,3000.0,0.0,3000.0,3000.0,3111.0
250000.0,2,1,2,25,0,0,0.0,0,0,0,18761.0,10656.0,7099.0,11758.0,17047.0,16483.0,4662.0,2101.0,7227.0,7865.0,8485.0,5777.0
70000.0,1,2,1,29,0,0,0.0,0,2,2,57779.0,59016.0,60263.0,65348.0,63699.0,67667.0,2200.0,2200.0,6100.0,0.0,5000.0,2790.0
180000.0,2,2,2,34,-1,-1,-1.0,-1,-1,-1,194.0,191.0,187.0,176.0,188.0,187.0,200.0,187.0,180.0,200.0,187.0,750.0
190000.0,2,2,2,35,0,0,0.0,0,0,0,66859.0,68204.0,70009.0,65845.0,67347.0,70096.0,3054.0,3529.0,3000.0,2600.0,4000.0,3000.0
40000.0,2,1,2,26,-1,-1,-1.0,0,0,-1,1216.0,776.0,4059.0,13522.0,16416.0,807.0,776.0,4385.0,10000.0,5000.0,807.0,657.0
230000.0,2,2,1,46,-1,-1,-1.0,-1,-1,-1,4328.0,1518.0,1958.0,368.0,1613.0,1371.0,1518.0,1972.0,368.0,1613.0,1371.0,752.0
240000.0,2,2,2,28,0,0,0.0,0,0,0,121109.0,124460.0,126384.0,126917.0,90822.0,83742.0,6000.0,5000.0,4000.0,4000.0,4000.0,3000.0
10000.0,1,3,2,22,0,0,0.0,0,0,0,18289.0,9217.0,10203.0,9634.0,9857.0,9704.0,1317.0,1303.0,334.0,373.0,326.0,1359.0
300000.0,2,1,2,29,0,0,0.0,0,0,0,45117.0,43460.0,14291.0,7331.0,10018.0,6213.0,1281.0,1093.0,1000.0,5014.0,2000.0,1000.0
50000.0,2,3,2,23,2,0,0.0,2,0,0,25046.0,25174.0,27850.0,27038.0,27465.0,20943.0,1724.0,3400.0,0.0,1000.0,900.0,790.0
60000.0,1,2,2,28,0,0,0.0,0,0,0,60721.0,61452.0,59797.0,30372.0,45283.0,24588.0,4000.0,1353.0,27826.0,1300.0,1903.0,3000.0
220000.0,2,3,1,25,0,0,0.0,0,0,0,93674.0,123673.0,92036.0,93935.0,94607.0,93903.0,3500.0,4846.0,3000.0,3000.0,3000.0,10000.0
500000.0,1,1,1,44,-1,-1,-1.0,-1,-1,-1,150758.0,62931.0,21296.0,19897.0,4460.0,4195.0,63256.0,21408.0,19996.0,4482.0,4212.0,16748.0
100000.0,2,1,1,32,2,0,0.0,0,0,2,98033.0,97995.0,98781.0,97946.0,101885.0,98015.0,4620.0,4700.0,3900.0,7900.0,0.0,7700.0
80000.0,2,2,2,32,0,0,2.0,0,0,0,11572.0,14038.0,14207.0,14643.0,14856.0,15160.0,2670.0,700.0,672.0,600.0,550.0,570.0
230000.0,2,2,1,46,-2,-2,-2.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
20000.0,2,2,2,27,0,0,0.0,0,0,0,15248.0,16255.0,17282.0,18293.0,18661.0,20157.0,1265.0,1292.0,1303.0,671.0,1800.0,0.0
430000.0,2,2,1,42,0,0,0.0,0,0,0,89756.0,89395.0,90052.0,90604.0,91200.0,92134.0,3169.0,3243.0,3200.0,3185.0,3500.0,3500.0
100000.0,2,2,2,23,0,0,0.0,0,0,0,10693.0,26226.0,18726.0,19225.0,18299.0,20056.0,22622.0,2326.0,1600.0,0.0,4000.0,0.0
10000.0,2,2,2,22,5,4,3.0,2,2,2,8541.0,8270.0,7995.0,7720.0,8224.0,7944.0,0.0,0.0,0.0,778.0,0.0,158.0
50000.0,1,1,2,34,2,0,0.0,0,0,0,13731.0,13974.0,7891.0,4600.0,5554.0,5481.0,1530.0,2004.0,1000.0,1008.0,1400.0,600.0
90000.0,1,2,2,29,0,0,0.0,0,0,0,85769.0,87877.0,89766.0,63793.0,24265.0,25713.0,3535.0,3703.0,2085.0,1026.0,2000.0,2000.0
310000.0,2,1,2,36,-1,-1,-1.0,-1,-1,-1,6514.0,8619.0,6204.0,2905.0,7944.0,13125.0,8619.0,6206.0,2905.0,7944.0,13524.0,16233.0
470000.0,2,2,1,27,0,0,0.0,0,-1,0,152478.0,62084.0,54551.0,14363.0,97440.0,90717.0,3001.0,4005.0,2021.0,97441.0,5001.0,5001.0
360000.0,1,3,1,36,-2,-2,-2.0,-2,-2,-2,222.0,1256.0,-9.0,1840.0,0.0,0.0,1256.0,0.0,1849.0,0.0,0.0,0.0
280000.0,2,2,1,47,0,0,0.0,0,0,-1,231181.0,26610.0,24910.0,20133.0,5821.0,143866.0,1610.0,1910.0,1133.0,821.0,155681.0,4785.0
180000.0,1,2,2,36,-1,-1,-1.0,-1,0,-1,100.0,100.0,109.0,1863.0,1763.0,591.0,100.0,109.0,3626.0,0.0,907.0,1208.0
220000.0,2,1,1,56,1,-2,-2.0,-2,-1,-1,0.0,0.0,0.0,0.0,5889.0,300.0,0.0,0.0,0.0,5889.0,300.0,165.0
410000.0,2,1,1,37,0,0,0.0,0,0,-1,54326.0,23223.0,25865.0,21619.0,19336.0,1433.0,5000.0,15014.0,5034.0,10006.0,1433.0,371.0
340000.0,1,1,1,43,-2,-2,-2.0,-2,-2,-2,185.0,4418.0,0.0,3931.0,2295.0,0.0,4418.0,0.0,3931.0,2295.0,0.0,2254.0
280000.0,2,3,2,46,-2,-2,-2.0,-2,-2,-2,1401.0,5201.0,3615.0,1963.0,2086.0,1297.0,5201.0,3615.0,1963.0,2086.0,1297.0,1154.0
140000.0,2,1,2,27,-2,-2,-2.0,-2,-2,-2,0.0,0.0,3544.0,0.0,0.0,0.0,0.0,3544.0,0.0,0.0,0.0,0.0
50000.0,1,1,2,29,-1,-1,-1.0,-1,-1,-1,2159.0,1956.0,5592.0,10676.0,671.0,9826.0,1961.0,5608.0,11906.0,673.0,9855.0,7627.0
100000.0,2,3,1,58,0,0,0.0,0,0,0,96821.0,98389.0,97831.0,93937.0,78063.0,79707.0,3589.0,3656.0,3677.0,2763.0,2787.0,2881.0
150000.0,1,1,2,28,-2,-2,-2.0,-2,-2,-2,5797.0,434.0,11021.0,6253.0,6257.0,4152.0,436.0,11086.0,6284.0,6288.0,4172.0,3207.0
50000.0,2,2,1,35,0,0,0.0,0,0,0,16053.0,16024.0,25350.0,25738.0,25948.0,26163.0,2000.0,10000.0,1500.0,1000.0,1000.0,1500.0
50000.0,2,2,2,26,0,0,0.0,0,0,0,49722.0,49052.0,49243.0,8760.0,8796.0,9176.0,2200.0,1325.0,490.0,300.0,500.0,500.0
20000.0,2,2,1,31,2,2,2.0,2,2,0,17727.0,18840.0,18255.0,20129.0,19528.0,40068.0,1700.0,0.0,2500.0,0.0,800.0,792.0
90000.0,2,1,2,29,0,0,0.0,0,0,0,92464.0,91709.0,92412.0,91297.0,91790.0,91377.0,3600.0,4331.0,3218.0,3613.0,3300.0,3519.0
20000.0,1,2,2,31,0,0,0.0,0,2,2,13192.0,14202.0,15237.0,17164.0,17294.0,16110.0,1230.0,1265.0,2192.0,694.0,0.0,3134.0
20000.0,2,2,1,22,0,0,0.0,-1,-1,0,19667.0,19974.0,5491.0,831.0,20088.0,19733.0,1500.0,1000.0,831.0,20500.0,1000.0,1100.0
30000.0,2,3,1,60,0,0,0.0,0,0,0,27331.0,27171.0,28491.0,28091.0,28664.0,0.0,2000.0,2000.0,0.0,573.0,0.0,0.0
50000.0,2,1,2,30,0,0,0.0,0,0,0,30145.0,26212.0,17354.0,18157.0,18952.0,14036.0,5000.0,2000.0,1000.0,1000.0,1000.0,1000.0
490000.0,2,1,2,34,0,0,-1.0,-1,-1,-1,19036.0,14474.0,3404.0,14445.0,7672.0,2295.0,5038.0,3404.0,14445.0,7672.0,2295.0,9004.0
300000.0,1,3,2,34,-1,-1,-1.0,-1,-1,-1,4741.0,3767.0,10436.0,9650.0,4198.0,0.0,3767.0,10436.0,9856.0,4198.0,0.0,0.0
20000.0,1,1,2,35,-1,2,2.0,-1,0,0,17007.0,16200.0,0.0,8303.0,8519.0,9371.0,0.0,0.0,8303.0,500.0,1000.0,460.0
260000.0,2,1,1,35,2,2,-2.0,-1,0,0,1013.0,0.0,0.0,6895.0,3718.0,0.0,0.0,0.0,6895.0,0.0,0.0,0.0
340000.0,2,2,1,48,-1,-1,-1.0,0,0,-1,4052.0,0.0,4105.0,2895.0,2895.0,2360.0,0.0,4105.0,0.0,0.0,2360.0,1090.0
430000.0,2,2,1,42,2,2,2.0,2,2,2,289358.0,296219.0,300873.0,294527.0,308523.0,318274.0,13000.0,11000.0,0.0,19000.0,15000.0,0.0
240000.0,1,1,2,34,-1,-1,-1.0,-1,-1,-1,21027.0,27568.0,9166.0,6855.0,8089.0,9052.0,27994.0,9212.0,6949.0,8134.0,10043.0,28012.0
150000.0,2,2,2,24,0,0,0.0,0,0,0,143212.0,137963.0,139520.0,99814.0,100810.0,103233.0,5500.0,5500.0,4500.0,3500.0,4000.0,4000.0
210000.0,1,1,2,35,-1,-1,-1.0,-1,-1,-1,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0
480000.0,1,1,1,49,1,-1,-1.0,-1,-1,0,-220.0,38929.0,339176.0,33146.0,37337.0,33777.0,39149.0,263113.1130000273,33312.0,37511.0,31383.0,10633.0
150000.0,1,2,1,40,0,0,0.0,0,0,-2,142326.0,145231.0,150145.0,150500.0,0.0,0.0,4500.0,6114.0,3500.0,0.0,0.0,0.0
210000.0,2,2,1,33,0,0,0.0,0,0,0,206409.0,198390.0,200035.0,96882.0,99087.0,101427.0,8546.0,7542.0,11538.0,3735.0,4129.0,2821.0
310000.0,1,2,1,48,0,0,0.0,0,0,0,102646.0,101640.0,102740.0,97791.0,86200.0,83017.0,5200.0,4700.0,4250.0,3100.0,3100.0,3100.0
50000.0,2,2,2,30,-1,-1,-1.0,-1,-1,-1,4166.0,2859.0,1452.0,1190.0,543.0,920.0,2859.0,1452.0,1190.0,543.0,920.0,534.0
180000.0,2,1,1,38,1,-2,-2.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580000.0,1,1,1,35,-2,-2,-1.0,0,-1,0,9238.0,0.0,1758.0,2886.0,3733.0,3040.0,0.0,1758.0,2014.0,3793.0,7.0,2138.0
310000.0,2,2,1,34,0,0,-1.0,-1,-1,-1,4153.0,2199.0,5565.0,4050.0,4922.0,15362.0,1002.0,5565.0,4050.0,4922.0,15362.0,12000.0
80000.0,2,2,2,24,0,0,0.0,-2,-2,-2,9591.0,1726.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
20000.0,1,2,2,25,2,2,2.0,2,0,0,8880.0,9889.0,10087.0,9585.0,10082.0,10965.0,1500.0,700.0,0.0,1000.0,1400.0,0.0
50000.0,1,2,2,44,0,0,0.0,0,0,0,16726.0,18144.0,19116.0,19543.0,20116.0,18163.0,2000.0,1600.0,1000.0,1000.0,1000.0,811.0
180000.0,1,1,2,28,0,-1,-1.0,0,-1,-1,9796.0,500.0,3866.0,6019.0,7602.0,7622.0,500.0,3866.0,3300.0,7602.0,7622.0,0.0
20000.0,1,1,2,26,0,0,0.0,0,0,0,14554.0,15273.0,16616.0,16643.0,17372.0,18070.0,1260.0,1600.0,600.0,1000.0,1000.0,1000.0
180000.0,2,2,2,32,-2,-2,-2.0,-2,-2,-2,0.0,0.0,1980.0,0.0,0.0,858.0,0.0,1980.0,0.0,0.0,858.0,0.0
150000.0,1,1,2,42,2,0,0.0,0,0,0,143896.0,147475.0,75423.0,70034.0,44311.0,20056.0,6482.0,3440.0,2046.0,4311.0,5056.0,1169.0
100000.0,2,2,1,50,0,0,0.0,0,0,0,94745.0,96838.0,95732.0,91556.0,93403.0,95661.0,4600.0,4600.0,3500.0,3372.0,3793.0,4000.0
